path_key,scenario_label,weather,scenario_key,hole_size_mm,temperature_degC,pressure_barg,orifice_mm,material_id,Release_rate,Velocity,Release_temperature,Liquid_mass_fraction,Droplet_diameter,Expanded_diameter,Release_duration,Distance_to_LFL,Distance_to_LFL_fraction,Distance_to_UFL,Flash_fire_mass,Flame_length,Flame_emissive_power,Jet_fire_distance_level1,Jet_fire_distance_level2,Jet_fire_distance_level3,Pool_diameter,Explosion_distance_level1,Explosion_distance_level2,Explosion_distance_level3,wind_speed_ms,stability_class,stability_index,case_id,vessel_id,vessel_name,leak_name,material,elevation_m,mass_inventory_kg,mat_critical_pressure_bara,mat_critical_temperature_K,mat_lfl_vol_frac,mat_molecular_weight,mat_normal_boiling_point_K
Study\PV00139,PV00139_L07,Category 1.5/D,PV00139,4.40367,-92.93546591712152,60.73217988825676,4.403669107825809,N-BUTANE,0.873484,137.597,-93.8339,1.0,14.1559,0.00341107,3600.0,,32.8493,,0.381775,14.2231,139.284,25.6755,20.0448,16.2739,,61.5927,36.1403,34.6037,1.5,D,4.0,1387,139,PV00139,PV00139_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L07,Category 1.5/F,PV00139,4.40367,-92.93546591712152,60.73217988825676,4.403669107825809,N-BUTANE,0.873484,137.597,-93.8339,1.0,14.1559,0.00341107,3600.0,,30.7946,,0.437716,14.2231,139.284,25.6755,20.0448,16.2739,,63.0789,36.4291,34.8203,1.5,F,6.0,1387,139,PV00139,PV00139_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L07,Category 5/D,PV00139,4.40367,-92.93546591712152,60.73217988825676,4.403669107825809,N-BUTANE,0.873484,137.597,-93.8339,1.0,14.1559,0.00341107,3600.0,,15.1492,,0.21108,10.3274,200.343,22.9144,16.9861,13.2471,,45.8805,25.03,23.7713,5.0,D,4.0,1387,139,PV00139,PV00139_L07,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L08,Category 1.5/D,PV00139,2.3485,-92.93546591712152,60.73217988825676,2.3484977049543594,N-BUTANE,0.248431,137.597,-93.8339,1.0,14.1559,0.00181914,3600.0,,,,0.0535559,8.23309,118.39,14.4749,11.3563,9.20167,,26.4241,13.1921,12.3933,1.5,D,4.0,1388,139,PV00139,PV00139_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L08,Category 1.5/F,PV00139,2.3485,-92.93546591712152,60.73217988825676,2.3484977049543594,N-BUTANE,0.248431,137.597,-93.8339,1.0,14.1559,0.00181914,3600.0,,,,0.0603572,8.23309,118.39,14.4749,11.3563,9.20167,,27.0846,13.3205,12.4896,1.5,F,6.0,1388,139,PV00139,PV00139_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L08,Category 5/D,PV00139,2.3485,-92.93546591712152,60.73217988825676,2.3484977049543594,N-BUTANE,0.248431,137.597,-93.8339,1.0,14.1559,0.00181914,3600.0,,,,0.0344452,5.97806,170.543,12.8705,9.59668,7.4781,,,,,5.0,D,4.0,1388,139,PV00139,PV00139_L08,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L09,Category 1.5/D,PV00139,444.592,-92.93546591712152,60.73217988825676,444.5924943631588,N-BUTANE,8903.28,137.597,-93.8339,1.0,14.1559,0.34438,11.2318,428.309,523.324,242.771,10508.9,458.962,350.0,948.873,726.693,588.046,178.021,986.23,523.032,501.552,1.5,D,4.0,1389,139,PV00139,PV00139_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L09,Category 1.5/F,PV00139,444.592,-92.93546591712152,60.73217988825676,444.5924943631588,N-BUTANE,8903.28,137.597,-93.8339,1.0,14.1559,0.34438,11.2318,501.385,619.969,274.299,11138.3,467.187,350.0,965.22,739.359,598.374,177.529,1474.3,697.419,650.519,1.5,F,6.0,1389,139,PV00139,PV00139_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L09,Category 5/D,PV00139,444.592,-92.93546591712152,60.73217988825676,444.5924943631588,N-BUTANE,8903.28,137.597,-93.8339,1.0,14.1559,0.34438,11.2318,296.43,536.429,192.408,2907.2,338.215,350.0,788.306,583.708,456.468,168.404,1032.51,558.857,538.521,5.0,D,4.0,1389,139,PV00139,PV00139_L09,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L10,Category 1.5/D,PV00139,61.727,-92.93546591712152,60.73217988825676,61.72699821768531,N-BUTANE,171.623,137.597,-93.8339,1.0,14.1559,0.0478135,582.672,275.813,688.795,58.7898,2957.7,136.367,295.325,281.029,214.496,173.179,,1303.78,801.236,770.898,1.5,D,4.0,1390,139,PV00139,PV00139_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L10,Category 1.5/F,PV00139,61.727,-92.93546591712152,60.73217988825676,61.72699821768531,N-BUTANE,171.623,137.597,-93.8339,1.0,14.1559,0.0478135,582.672,259.05,494.695,56.8531,2687.71,136.367,295.325,281.029,214.496,173.179,,1094.82,607.55,578.135,1.5,F,6.0,1390,139,PV00139,PV00139_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00139,PV00139_L10,Category 5/D,PV00139,61.727,-92.93546591712152,60.73217988825676,61.72699821768531,N-BUTANE,171.623,137.597,-93.8339,1.0,14.1559,0.0478135,582.672,318.627,529.513,57.5497,3138.46,99.0162,350.0,241.528,176.666,137.016,,1168.09,654.017,622.983,5.0,D,4.0,1390,139,PV00139,PV00139_L10,N-BUTANE,1.0,100000.0,38.0,425.1,,58.12,272.7
Study\PV00140,PV00140_L01,Category 1.5/D,PV00140,34.942,170.09143099732808,94.67871553598876,34.94200813148716,AMMONIA,13.2878,751.848,-33.4024,0.0264831,0.607153,0.157906,3600.0,,,,0.157678,58.7464,18.9449,67.786,59.443,,,27.4475,13.391,12.5425,1.5,D,4.0,1391,140,PV00140,PV00140_L01,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L01,Category 1.5/F,PV00140,34.942,170.09143099732808,94.67871553598876,34.94200813148716,AMMONIA,13.2878,751.848,-33.4024,0.0264831,0.607153,0.157906,3600.0,,,,0.176177,58.7464,18.9449,67.786,59.443,,,28.1047,13.5188,12.6382,1.5,F,6.0,1391,140,PV00140,PV00140_L01,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L01,Category 5/D,PV00140,34.942,170.09143099732808,94.67871553598876,34.94200813148716,AMMONIA,13.2878,751.848,-33.4024,0.0264831,0.607153,0.157906,3600.0,,,,0.152278,42.6558,32.4572,54.8177,44.9241,,,27.246,13.3519,12.5131,5.0,D,4.0,1391,140,PV00140,PV00140_L01,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L02,Category 1.5/D,PV00140,2.72045,170.09143099732808,94.67871553598876,2.7204495852107486,AMMONIA,0.0805453,751.848,-33.4024,0.0264831,0.607153,0.012294,3600.0,,,,5.82694e-06,5.87557,11.5103,6.18694,,,,,,,1.5,D,4.0,1392,140,PV00140,PV00140_L02,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L02,Category 1.5/F,PV00140,2.72045,170.09143099732808,94.67871553598876,2.7204495852107486,AMMONIA,0.0805453,751.848,-33.4024,0.0264831,0.607153,0.012294,3600.0,,,,5.22085e-06,5.87557,11.5103,6.18694,,,,,,,1.5,F,6.0,1392,140,PV00140,PV00140_L02,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L02,Category 5/D,PV00140,2.72045,170.09143099732808,94.67871553598876,2.7204495852107486,AMMONIA,0.0805453,751.848,-33.4024,0.0264831,0.607153,0.012294,3600.0,,,,5.84904e-06,4.26626,19.7523,4.84917,,,,,,,5.0,D,4.0,1392,140,PV00140,PV00140_L02,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L03,Category 1.5/D,PV00140,425.421,170.09143099732808,94.67871553598876,425.42118452005417,AMMONIA,1969.69,751.848,-33.4024,0.0264831,0.607153,1.92252,50.7695,119.477,276.884,46.7487,702.044,522.504,35.3439,645.016,542.495,,,566.389,335.662,321.733,1.5,D,4.0,1393,140,PV00140,PV00140_L03,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L03,Category 1.5/F,PV00140,425.421,170.09143099732808,94.67871553598876,425.42118452005417,AMMONIA,1969.69,751.848,-33.4024,0.0264831,0.607153,1.92252,50.7695,115.07,252.968,47.4714,675.849,522.504,35.3439,645.016,542.495,,,532.488,304.903,291.164,1.5,F,6.0,1393,140,PV00140,PV00140_L03,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L03,Category 5/D,PV00140,425.421,170.09143099732808,94.67871553598876,425.42118452005417,AMMONIA,1969.69,751.848,-33.4024,0.0264831,0.607153,1.92252,50.7695,121.905,289.382,47.0233,698.664,379.391,60.3886,525.063,431.937,384.639,,586.478,355.679,341.746,5.0,D,4.0,1393,140,PV00140,PV00140_L03,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L04,Category 1.5/D,PV00140,87.6008,170.09143099732808,94.67871553598876,87.60076022513647,AMMONIA,83.5169,751.848,-33.4024,0.0264831,0.607153,0.395876,1197.36,,42.5664,,3.15631,132.154,23.4975,156.178,133.731,,,87.343,49.2014,46.8989,1.5,D,4.0,1394,140,PV00140,PV00140_L04,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L04,Category 1.5/F,PV00140,87.6008,170.09143099732808,94.67871553598876,87.60076022513647,AMMONIA,83.5169,751.848,-33.4024,0.0264831,0.607153,0.395876,1197.36,,42.621,,3.38817,132.154,23.4975,156.178,133.731,,,88.4934,49.425,47.0665,1.5,F,6.0,1394,140,PV00140,PV00140_L04,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L04,Category 5/D,PV00140,87.6008,170.09143099732808,94.67871553598876,87.60076022513647,AMMONIA,83.5169,751.848,-33.4024,0.0264831,0.607153,0.395876,1197.36,,42.5312,,3.0298,95.9573,40.223,126.511,103.993,97.2755,,86.6056,49.0581,46.7914,5.0,D,4.0,1394,140,PV00140,PV00140_L04,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L05,Category 1.5/D,PV00140,7.99407,170.09143099732808,94.67871553598876,7.994069471176349,AMMONIA,0.695496,751.848,-33.4024,0.0264831,0.607153,0.036126,3600.0,,,,0.000601474,15.6846,13.9344,17.4871,15.8382,,,,,,1.5,D,4.0,1395,140,PV00140,PV00140_L05,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L05,Category 1.5/F,PV00140,7.99407,170.09143099732808,94.67871553598876,7.994069471176349,AMMONIA,0.695496,751.848,-33.4024,0.0264831,0.607153,0.036126,3600.0,,,,0.000797222,15.6846,13.9344,17.4871,15.8382,,,,,,1.5,F,6.0,1395,140,PV00140,PV00140_L05,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L05,Category 5/D,PV00140,7.99407,170.09143099732808,94.67871553598876,7.994069471176349,AMMONIA,0.695496,751.848,-33.4024,0.0264831,0.607153,0.036126,3600.0,,,,0.00042605,11.3886,23.8984,14.1502,11.5434,,,,,,5.0,D,4.0,1395,140,PV00140,PV00140_L05,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L06,Category 1.5/D,PV00140,202.724,170.09143099732808,94.67871553598876,202.72420334347552,AMMONIA,447.27,751.848,-33.4024,0.0264831,0.607153,0.91613,223.579,47.2768,121.668,11.9132,60.3336,274.984,29.0214,332.51,280.183,,,246.5,144.586,138.434,1.5,D,4.0,1396,140,PV00140,PV00140_L06,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L06,Category 1.5/F,PV00140,202.724,170.09143099732808,94.67871553598876,202.72420334347552,AMMONIA,447.27,751.848,-33.4024,0.0264831,0.607153,0.91613,223.579,47.4149,115.906,15.7345,60.8444,274.984,29.0214,332.51,280.183,,,236.744,134.633,128.469,1.5,F,6.0,1396,140,PV00140,PV00140_L06,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L06,Category 5/D,PV00140,202.724,170.09143099732808,94.67871553598876,202.72420334347552,AMMONIA,447.27,751.848,-33.4024,0.0264831,0.607153,0.91613,223.579,47.5194,125.818,11.4152,60.053,199.666,49.6332,269.965,222.093,202.426,,246.336,144.554,138.41,5.0,D,4.0,1396,140,PV00140,PV00140_L06,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L07,Category 1.5/D,PV00140,63.9274,170.09143099732808,94.67871553598876,63.9273706343099,AMMONIA,44.4767,751.848,-33.4024,0.0264831,0.607153,0.288894,2248.37,,26.7484,,1.04283,100.189,21.7829,117.415,101.382,,,62.7502,36.3652,34.7724,1.5,D,4.0,1397,140,PV00140,PV00140_L07,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L07,Category 1.5/F,PV00140,63.9274,170.09143099732808,94.67871553598876,63.9273706343099,AMMONIA,44.4767,751.848,-33.4024,0.0264831,0.607153,0.288894,2248.37,,27.6013,,1.13566,100.189,21.7829,117.415,101.382,,,63.6484,36.5398,34.9033,1.5,F,6.0,1397,140,PV00140,PV00140_L07,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L07,Category 5/D,PV00140,63.9274,170.09143099732808,94.67871553598876,63.9273706343099,AMMONIA,44.4767,751.848,-33.4024,0.0264831,0.607153,0.288894,2248.37,,25.9567,,0.978584,72.7474,37.2995,95.0449,78.0829,,,62.0621,36.2315,34.6721,5.0,D,4.0,1397,140,PV00140,PV00140_L07,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L08,Category 1.5/D,PV00140,1.02437,170.09143099732808,94.67871553598876,1.0243727451086604,AMMONIA,0.0114202,751.848,-33.4024,0.0264831,0.607153,0.00462924,3600.0,,,,,2.37832,9.96696,,,,,,,,1.5,D,4.0,1398,140,PV00140,PV00140_L08,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L08,Category 1.5/F,PV00140,1.02437,170.09143099732808,94.67871553598876,1.0243727451086604,AMMONIA,0.0114202,751.848,-33.4024,0.0264831,0.607153,0.00462924,3600.0,,,,,2.37832,9.96696,,,,,,,,1.5,F,6.0,1398,140,PV00140,PV00140_L08,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L08,Category 5/D,PV00140,1.02437,170.09143099732808,94.67871553598876,1.0243727451086604,AMMONIA,0.0114202,751.848,-33.4024,0.0264831,0.607153,0.00462924,3600.0,,,,,1.7269,17.1108,,,,,,,,5.0,D,4.0,1398,140,PV00140,PV00140_L08,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L09,Category 1.5/D,PV00140,5.65553,170.09143099732808,94.67871553598876,5.655532579683676,AMMONIA,0.348101,751.848,-33.4024,0.0264831,0.607153,0.0255579,3600.0,,,,3.52182e-05,11.4626,13.0622,12.6784,11.553,,,,,,1.5,D,4.0,1399,140,PV00140,PV00140_L09,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L09,Category 1.5/F,PV00140,5.65553,170.09143099732808,94.67871553598876,5.655532579683676,AMMONIA,0.348101,751.848,-33.4024,0.0264831,0.607153,0.0255579,3600.0,,,,3.15806e-05,11.4626,13.0622,12.6784,11.553,,,,,,1.5,F,6.0,1399,140,PV00140,PV00140_L09,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L09,Category 5/D,PV00140,5.65553,170.09143099732808,94.67871553598876,5.655532579683676,AMMONIA,0.348101,751.848,-33.4024,0.0264831,0.607153,0.0255579,3600.0,,,,3.52874e-05,8.32304,22.4071,10.2719,8.41132,,,,,,5.0,D,4.0,1399,140,PV00140,PV00140_L09,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L10,Category 1.5/D,PV00140,16.2986,170.09143099732808,94.67871553598876,16.29859693351735,AMMONIA,2.89107,751.848,-33.4024,0.0264831,0.607153,0.073655,3600.0,,,,0.0140598,29.773,16.0629,33.7254,30.103,,,,,,1.5,D,4.0,1400,140,PV00140,PV00140_L10,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L10,Category 1.5/F,PV00140,16.2986,170.09143099732808,94.67871553598876,16.29859693351735,AMMONIA,2.89107,751.848,-33.4024,0.0264831,0.607153,0.073655,3600.0,,,,0.0164866,29.773,16.0629,33.7254,30.103,,,,,,1.5,F,6.0,1400,140,PV00140,PV00140_L10,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00140,PV00140_L10,Category 5/D,PV00140,16.2986,170.09143099732808,94.67871553598876,16.29859693351735,AMMONIA,2.89107,751.848,-33.4024,0.0264831,0.607153,0.073655,3600.0,,,,0.0129443,21.6182,27.536,27.2674,22.2483,,,,,,5.0,D,4.0,1400,140,PV00140,PV00140_L10,AMMONIA,1.0,100000.0,113.3,405.5,,17.03,239.8
Study\PV00141,PV00141_L01,Category 1.5/D,PV00141,26.6235,4.556492395629306,13.304277283212368,26.62350806638014,METHANE,1.23978,660.069,-105.371,0.0,0.0,0.045057,3600.0,,,,0.0726033,12.3378,168.396,17.3685,14.2771,11.5365,,28.7356,13.6414,12.7302,1.5,D,4.0,1401,141,PV00141,PV00141_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L01,Category 1.5/F,PV00141,26.6235,4.556492395629306,13.304277283212368,26.62350806638014,METHANE,1.23978,660.069,-105.371,0.0,0.0,0.045057,3600.0,,,,0.0798948,12.3378,168.396,17.3685,14.2771,11.5365,,29.3432,13.7595,12.8187,1.5,F,6.0,1401,141,PV00141,PV00141_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L01,Category 5/D,PV00141,26.6235,4.556492395629306,13.304277283212368,26.62350806638014,METHANE,1.23978,660.069,-105.371,0.0,0.0,0.045057,3600.0,,,,0.061011,12.445,168.095,16.8924,14.111,11.4598,,27.6804,13.4363,12.5764,5.0,D,4.0,1401,141,PV00141,PV00141_L01,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L02,Category 1.5/D,PV00141,88.0166,4.556492395629306,13.304277283212368,88.01662952898191,METHANE,13.5502,660.069,-105.371,0.0,0.0,0.148957,3600.0,24.7923,69.9792,,4.01073,35.1622,319.83,62.2998,48.3811,38.6983,,141.268,83.8514,80.3853,1.5,D,4.0,1402,141,PV00141,PV00141_L02,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L02,Category 1.5/F,PV00141,88.0166,4.556492395629306,13.304277283212368,88.01662952898191,METHANE,13.5502,660.069,-105.371,0.0,0.0,0.148957,3600.0,25.6922,65.3753,,4.22745,35.1622,319.83,62.2998,48.3811,38.6983,,132.576,74.1057,70.5759,1.5,F,6.0,1402,141,PV00141,PV00141_L02,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L02,Category 5/D,PV00141,88.0166,4.556492395629306,13.304277283212368,88.01662952898191,METHANE,13.5502,660.069,-105.371,0.0,0.0,0.148957,3600.0,23.0309,73.2811,,3.61244,36.9453,309.594,61.7773,49.236,40.8234,,138.901,83.3914,80.0403,5.0,D,4.0,1402,141,PV00141,PV00141_L02,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L03,Category 1.5/D,PV00141,55.1902,4.556492395629306,13.304277283212368,55.19017687644241,METHANE,5.32768,660.069,-105.371,0.0,0.0,0.0934025,3600.0,,36.4913,,0.729102,23.43,272.035,38.2711,30.4888,24.4359,,70.42,37.8559,35.8901,1.5,D,4.0,1403,141,PV00141,PV00141_L03,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L03,Category 1.5/F,PV00141,55.1902,4.556492395629306,13.304277283212368,55.19017687644241,METHANE,5.32768,660.069,-105.371,0.0,0.0,0.0934025,3600.0,,34.897,,0.800699,23.43,272.035,38.2711,30.4888,24.4359,,71.6958,38.1039,36.076,1.5,F,6.0,1403,141,PV00141,PV00141_L03,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L03,Category 5/D,PV00141,55.1902,4.556492395629306,13.304277283212368,55.19017687644241,METHANE,5.32768,660.069,-105.371,0.0,0.0,0.0934025,3600.0,,34.3753,,0.606904,24.3379,265.951,37.8154,30.821,25.539,,68.0234,37.3901,35.5408,5.0,D,4.0,1403,141,PV00141,PV00141_L03,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L04,Category 1.5/D,PV00141,284.593,4.556492395629306,13.304277283212368,284.59330378469184,METHANE,141.665,660.069,-105.371,0.0,0.0,0.481639,705.888,121.131,288.014,24.8105,211.931,93.8263,350.0,192.826,141.533,107.337,,547.485,331.988,318.978,1.5,D,4.0,1404,141,PV00141,PV00141_L04,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L04,Category 1.5/F,PV00141,284.593,4.556492395629306,13.304277283212368,284.59330378469184,METHANE,141.665,660.069,-105.371,0.0,0.0,0.481639,705.888,118.133,262.785,26.1285,205.053,93.8263,350.0,192.826,141.533,107.337,,524.607,311.428,298.559,1.5,F,6.0,1404,141,PV00141,PV00141_L04,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L04,Category 5/D,PV00141,284.593,4.556492395629306,13.304277283212368,284.59330378469184,METHANE,141.665,660.069,-105.371,0.0,0.0,0.481639,705.888,128.049,335.733,24.3375,207.121,99.2914,350.0,192.511,145.488,114.994,,595.032,381.511,368.621,5.0,D,4.0,1404,141,PV00141,PV00141_L04,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L05,Category 1.5/D,PV00141,11.4696,4.556492395629306,13.304277283212368,11.46962926693138,METHANE,0.230098,660.069,-105.371,0.0,0.0,0.0194109,3600.0,,,,0.00604591,5.91055,73.0036,6.77924,,,,,,,1.5,D,4.0,1405,141,PV00141,PV00141_L05,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L05,Category 1.5/F,PV00141,11.4696,4.556492395629306,13.304277283212368,11.46962926693138,METHANE,0.230098,660.069,-105.371,0.0,0.0,0.0194109,3600.0,,,,0.00684442,5.91055,73.0036,6.77924,,,,,,,1.5,F,6.0,1405,141,PV00141,PV00141_L05,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L05,Category 5/D,PV00141,11.4696,4.556492395629306,13.304277283212368,11.46962926693138,METHANE,0.230098,660.069,-105.371,0.0,0.0,0.0194109,3600.0,,,,0.00521497,5.90634,70.8298,6.46859,,,,,,,5.0,D,4.0,1405,141,PV00141,PV00141_L05,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L06,Category 1.5/D,PV00141,2.63458,4.556492395629306,13.304277283212368,2.6345828806038063,METHANE,0.0121406,660.069,-105.371,0.0,0.0,0.0044587,3600.0,,,,4.88238e-05,1.60672,13.655,,,,,,,,1.5,D,4.0,1406,141,PV00141,PV00141_L06,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L06,Category 1.5/F,PV00141,2.63458,4.556492395629306,13.304277283212368,2.6345828806038063,METHANE,0.0121406,660.069,-105.371,0.0,0.0,0.0044587,3600.0,,,,5.81042e-05,1.60672,13.655,,,,,,,,1.5,F,6.0,1406,141,PV00141,PV00141_L06,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L06,Category 5/D,PV00141,2.63458,4.556492395629306,13.304277283212368,2.6345828806038063,METHANE,0.0121406,660.069,-105.371,0.0,0.0,0.0044587,3600.0,,,,4.33219e-05,1.6066,11.8906,,,,,,,,5.0,D,4.0,1406,141,PV00141,PV00141_L06,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L07,Category 1.5/D,PV00141,16.9224,4.556492395629306,13.304277283212368,16.92235009983586,METHANE,0.500883,660.069,-105.371,0.0,0.0,0.028639,3600.0,,,,0.0188647,8.2943,109.689,10.5602,8.4039,,,,,,1.5,D,4.0,1407,141,PV00141,PV00141_L07,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L07,Category 1.5/F,PV00141,16.9224,4.556492395629306,13.304277283212368,16.92235009983586,METHANE,0.500883,660.069,-105.371,0.0,0.0,0.028639,3600.0,,,,0.0210476,8.2943,109.689,10.5602,8.4039,,,,,,1.5,F,6.0,1407,141,PV00141,PV00141_L07,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L07,Category 5/D,PV00141,16.9224,4.556492395629306,13.304277283212368,16.92235009983586,METHANE,0.500883,660.069,-105.371,0.0,0.0,0.028639,3600.0,,,,0.0161246,8.28466,108.584,10.1949,8.23009,,,,,,5.0,D,4.0,1407,141,PV00141,PV00141_L07,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L08,Category 1.5/D,PV00141,1.56519,4.556492395629306,13.304277283212368,1.5651871858534478,METHANE,0.00428497,660.069,-105.371,0.0,0.0,0.00264888,3600.0,,,,5.07287e-06,1.00855,7.33791,,,,,,,,1.5,D,4.0,1408,141,PV00141,PV00141_L08,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L08,Category 1.5/F,PV00141,1.56519,4.556492395629306,13.304277283212368,1.5651871858534478,METHANE,0.00428497,660.069,-105.371,0.0,0.0,0.00264888,3600.0,,,,6.93211e-06,1.00855,7.33791,,,,,,,,1.5,F,6.0,1408,141,PV00141,PV00141_L08,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L08,Category 5/D,PV00141,1.56519,4.556492395629306,13.304277283212368,1.5651871858534478,METHANE,0.00428497,660.069,-105.371,0.0,0.0,0.00264888,3600.0,,,,1.94604e-06,1.00853,5.94412,,,,,,,,5.0,D,4.0,1408,141,PV00141,PV00141_L08,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
Study\PV00141,PV00141_L09,Category 1.5/D,PV00141,3.8303,4.556492395629306,13.304277283212368,3.830299727993966,METHANE,0.0256614,660.069,-105.371,0.0,0.0,0.00648231,3600.0,,,,0.000189236,2.24621,21.1706,,,,,,,,1.5,D,4.0,1409,141,PV00141,PV00141_L09,METHANE,1.0,100000.0,46.0,190.6,,16.04,111.7
